MODULE,CONTRACT_REF_NO,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,EVENT_SEQ_NO,EVENT_DATE,EVENT_CODE,CONTRACT_STATUS,AUTH_STATUS,NEW_VERSION_INDICATOR,REVERSED_EVENT_SEQ_NO,EVENT_VALUE_DATE,ECA_STATUS,WORKFLOW_STATUS,RATE_REVISION_STATUS,RELEASE_BY,RELEASE_DT_STAMP,RATE_ASSIGNED_BY,RATE_ASSIGN_DT_STAMP,RATE_ASSIGN_AUTH_BY,RATE_ASSIGN_AUTH_DT_STAMP,INFORM_STATUS,TRN_TYPE,CUTOFF_STATUS,CUTOFF_EVENT_SEQ_NO,TXN_ID,TXN_BRANCH
MO,CONTRACT_REF_NO_,MAKER_ID_877,2026-05-27,CHECKER_ID_8,2026-05-27,618868,2026-05-27,EVEN,C,A,N,5745,2026-05-27,E,WO,RA,RELEASE_BY_8,2026-05-27,RATE_ASSIGNE,2026-05-27,RATE_ASSIGN_,2026-05-27,I,TRN_TYPE_8,C,9489,TXN0000000000000877,002
MO,CONTRACT_REF_NO_,MAKER_ID_878,2026-05-28,CHECKER_ID_8,2026-05-28,660257,2026-05-28,EVEN,C,A,N,9261,2026-05-28,E,WO,RA,RELEASE_BY_8,2026-05-28,RATE_ASSIGNE,2026-05-28,RATE_ASSIGN_,2026-05-28,I,TRN_TYPE_8,C,6090,TXN0000000000000878,003
MO,CONTRACT_REF_NO_,MAKER_ID_879,2026-05-29,CHECKER_ID_8,2026-05-29,936516,2026-05-29,EVEN,C,A,N,7797,2026-05-29,E,WO,RA,RELEASE_BY_8,2026-05-29,RATE_ASSIGNE,2026-05-29,RATE_ASSIGN_,2026-05-29,I,TRN_TYPE_8,C,8141,TXN0000000000000879,004
MO,CONTRACT_REF_NO_,MAKER_ID_880,2026-05-30,CHECKER_ID_8,2026-05-30,188496,2026-05-30,EVEN,C,A,N,1277,2026-05-30,E,WO,RA,RELEASE_BY_8,2026-05-30,RATE_ASSIGNE,2026-05-30,RATE_ASSIGN_,2026-05-30,I,TRN_TYPE_8,C,37,TXN0000000000000880,005
MO,CONTRACT_REF_NO_,MAKER_ID_881,2026-05-31,CHECKER_ID_8,2026-05-31,51508,2026-05-31,EVEN,C,A,N,599,2026-05-31,E,WO,RA,RELEASE_BY_8,2026-05-31,RATE_ASSIGNE,2026-05-31,RATE_ASSIGN_,2026-05-31,I,TRN_TYPE_8,C,6425,TXN0000000000000881,006
MO,CONTRACT_REF_NO_,MAKER_ID_882,2026-06-01,CHECKER_ID_8,2026-06-01,212112,2026-06-01,EVEN,C,A,N,8614,2026-06-01,E,WO,RA,RELEASE_BY_8,2026-06-01,RATE_ASSIGNE,2026-06-01,RATE_ASSIGN_,2026-06-01,I,TRN_TYPE_8,C,338,TXN0000000000000882,007
MO,CONTRACT_REF_NO_,MAKER_ID_883,2026-06-02,CHECKER_ID_8,2026-06-02,786308,2026-06-02,EVEN,C,A,N,6149,2026-06-02,E,WO,RA,RELEASE_BY_8,2026-06-02,RATE_ASSIGNE,2026-06-02,RATE_ASSIGN_,2026-06-02,I,TRN_TYPE_8,C,7698,TXN0000000000000883,008
MO,CONTRACT_REF_NO_,MAKER_ID_884,2026-06-03,CHECKER_ID_8,2026-06-03,470921,2026-06-03,EVEN,C,A,N,566,2026-06-03,E,WO,RA,RELEASE_BY_8,2026-06-03,RATE_ASSIGNE,2026-06-03,RATE_ASSIGN_,2026-06-03,I,TRN_TYPE_8,C,4658,TXN0000000000000884,009
MO,CONTRACT_REF_NO_,MAKER_ID_885,2026-06-04,CHECKER_ID_8,2026-06-04,472075,2026-06-04,EVEN,C,A,N,7260,2026-06-04,E,WO,RA,RELEASE_BY_8,2026-06-04,RATE_ASSIGNE,2026-06-04,RATE_ASSIGN_,2026-06-04,I,TRN_TYPE_8,C,5924,TXN0000000000000885,010
MO,CONTRACT_REF_NO_,MAKER_ID_886,2026-06-05,CHECKER_ID_8,2026-06-05,102524,2026-06-05,EVEN,C,A,N,4200,2026-06-05,E,WO,RA,RELEASE_BY_8,2026-06-05,RATE_ASSIGNE,2026-06-05,RATE_ASSIGN_,2026-06-05,I,TRN_TYPE_8,C,3746,TXN0000000000000886,011
MO,CONTRACT_REF_NO_,MAKER_ID_887,2026-06-06,CHECKER_ID_8,2026-06-06,236800,2026-06-06,EVEN,C,A,N,7979,2026-06-06,E,WO,RA,RELEASE_BY_8,2026-06-06,RATE_ASSIGNE,2026-06-06,RATE_ASSIGN_,2026-06-06,I,TRN_TYPE_8,C,7061,TXN0000000000000887,012
MO,CONTRACT_REF_NO_,MAKER_ID_888,2026-06-07,CHECKER_ID_8,2026-06-07,270505,2026-06-07,EVEN,C,A,N,5005,2026-06-07,E,WO,RA,RELEASE_BY_8,2026-06-07,RATE_ASSIGNE,2026-06-07,RATE_ASSIGN_,2026-06-07,I,TRN_TYPE_8,C,387,TXN0000000000000888,013
MO,CONTRACT_REF_NO_,MAKER_ID_889,2026-06-08,CHECKER_ID_8,2026-06-08,585621,2026-06-08,EVEN,C,A,N,3523,2026-06-08,E,WO,RA,RELEASE_BY_8,2026-06-08,RATE_ASSIGNE,2026-06-08,RATE_ASSIGN_,2026-06-08,I,TRN_TYPE_8,C,9538,TXN0000000000000889,014
MO,CONTRACT_REF_NO_,MAKER_ID_890,2026-06-09,CHECKER_ID_8,2026-06-09,79282,2026-06-09,EVEN,C,A,N,6660,2026-06-09,E,WO,RA,RELEASE_BY_8,2026-06-09,RATE_ASSIGNE,2026-06-09,RATE_ASSIGN_,2026-06-09,I,TRN_TYPE_8,C,2043,TXN0000000000000890,015
MO,CONTRACT_REF_NO_,MAKER_ID_891,2026-06-10,CHECKER_ID_8,2026-06-10,212987,2026-06-10,EVEN,C,A,N,7801,2026-06-10,E,WO,RA,RELEASE_BY_8,2026-06-10,RATE_ASSIGNE,2026-06-10,RATE_ASSIGN_,2026-06-10,I,TRN_TYPE_8,C,9197,TXN0000000000000891,016
MO,CONTRACT_REF_NO_,MAKER_ID_892,2026-06-11,CHECKER_ID_8,2026-06-11,140962,2026-06-11,EVEN,C,A,N,2836,2026-06-11,E,WO,RA,RELEASE_BY_8,2026-06-11,RATE_ASSIGNE,2026-06-11,RATE_ASSIGN_,2026-06-11,I,TRN_TYPE_8,C,4464,TXN0000000000000892,017
MO,CONTRACT_REF_NO_,MAKER_ID_893,2026-06-12,CHECKER_ID_8,2026-06-12,755904,2026-06-12,EVEN,C,A,N,2058,2026-06-12,E,WO,RA,RELEASE_BY_8,2026-06-12,RATE_ASSIGNE,2026-06-12,RATE_ASSIGN_,2026-06-12,I,TRN_TYPE_8,C,698,TXN0000000000000893,018
MO,CONTRACT_REF_NO_,MAKER_ID_894,2026-06-13,CHECKER_ID_8,2026-06-13,561404,2026-06-13,EVEN,C,A,N,9897,2026-06-13,E,WO,RA,RELEASE_BY_8,2026-06-13,RATE_ASSIGNE,2026-06-13,RATE_ASSIGN_,2026-06-13,I,TRN_TYPE_8,C,1047,TXN0000000000000894,019
MO,CONTRACT_REF_NO_,MAKER_ID_895,2026-06-14,CHECKER_ID_8,2026-06-14,804427,2026-06-14,EVEN,C,A,N,4694,2026-06-14,E,WO,RA,RELEASE_BY_8,2026-06-14,RATE_ASSIGNE,2026-06-14,RATE_ASSIGN_,2026-06-14,I,TRN_TYPE_8,C,4940,TXN0000000000000895,020
MO,CONTRACT_REF_NO_,MAKER_ID_896,2026-06-15,CHECKER_ID_8,2026-06-15,223532,2026-06-15,EVEN,C,A,N,8647,2026-06-15,E,WO,RA,RELEASE_BY_8,2026-06-15,RATE_ASSIGNE,2026-06-15,RATE_ASSIGN_,2026-06-15,I,TRN_TYPE_8,C,2781,TXN0000000000000896,021
MO,CONTRACT_REF_NO_,MAKER_ID_897,2026-06-16,CHECKER_ID_8,2026-06-16,960080,2026-06-16,EVEN,C,A,N,7414,2026-06-16,E,WO,RA,RELEASE_BY_8,2026-06-16,RATE_ASSIGNE,2026-06-16,RATE_ASSIGN_,2026-06-16,I,TRN_TYPE_8,C,3560,TXN0000000000000897,022
MO,CONTRACT_REF_NO_,MAKER_ID_898,2026-06-17,CHECKER_ID_8,2026-06-17,9250,2026-06-17,EVEN,C,U,N,8526,2026-06-17,E,WO,RA,RELEASE_BY_8,2026-06-17,RATE_ASSIGNE,2026-06-17,RATE_ASSIGN_,2026-06-17,I,TRN_TYPE_8,C,9408,TXN0000000000000898,023
MO,CONTRACT_REF_NO_,MAKER_ID_899,2026-06-18,CHECKER_ID_8,2026-06-18,140297,2026-06-18,EVEN,C,A,N,7288,2026-06-18,E,WO,RA,RELEASE_BY_8,2026-06-18,RATE_ASSIGNE,2026-06-18,RATE_ASSIGN_,2026-06-18,I,TRN_TYPE_8,C,8850,TXN0000000000000899,024
MO,CONTRACT_REF_NO_,MAKER_ID_900,2026-06-19,CHECKER_ID_9,2026-06-19,235858,2026-06-19,EVEN,C,A,N,4331,2026-06-19,E,WO,RA,RELEASE_BY_9,2026-06-19,RATE_ASSIGNE,2026-06-19,RATE_ASSIGN_,2026-06-19,I,TRN_TYPE_9,C,8671,TXN0000000000000900,025
MO,CONTRACT_REF_NO_,MAKER_ID_901,2026-06-20,CHECKER_ID_9,2026-06-20,453069,2026-06-20,EVEN,C,A,N,3055,2026-06-20,E,WO,RA,RELEASE_BY_9,2026-06-20,RATE_ASSIGNE,2026-06-20,RATE_ASSIGN_,2026-06-20,I,TRN_TYPE_9,C,137,TXN0000000000000901,001
MO,CONTRACT_REF_NO_,MAKER_ID_902,2026-06-21,CHECKER_ID_9,2026-06-21,372296,2026-06-21,EVEN,C,A,N,1300,2026-06-21,E,WO,RA,RELEASE_BY_9,2026-06-21,RATE_ASSIGNE,2026-06-21,RATE_ASSIGN_,2026-06-21,I,TRN_TYPE_9,C,7508,TXN0000000000000902,002
MO,CONTRACT_REF_NO_,MAKER_ID_903,2026-06-22,CHECKER_ID_9,2026-06-22,647960,2026-06-22,EVEN,C,A,N,3314,2026-06-22,E,WO,RA,RELEASE_BY_9,2026-06-22,RATE_ASSIGNE,2026-06-22,RATE_ASSIGN_,2026-06-22,I,TRN_TYPE_9,C,8024,TXN0000000000000903,003
MO,CONTRACT_REF_NO_,MAKER_ID_904,2026-06-23,CHECKER_ID_9,2026-06-23,366638,2026-06-23,EVEN,C,A,N,494,2026-06-23,E,WO,RA,RELEASE_BY_9,2026-06-23,RATE_ASSIGNE,2026-06-23,RATE_ASSIGN_,2026-06-23,I,TRN_TYPE_9,C,9050,TXN0000000000000904,004
MO,CONTRACT_REF_NO_,MAKER_ID_905,2026-06-24,CHECKER_ID_9,2026-06-24,318521,2026-06-24,EVEN,C,A,N,2223,2026-06-24,E,WO,RA,RELEASE_BY_9,2026-06-24,RATE_ASSIGNE,2026-06-24,RATE_ASSIGN_,2026-06-24,I,TRN_TYPE_9,C,8482,TXN0000000000000905,005
MO,CONTRACT_REF_NO_,MAKER_ID_906,2026-06-25,CHECKER_ID_9,2026-06-25,980910,2026-06-25,EVEN,C,A,N,7972,2026-06-25,E,WO,RA,RELEASE_BY_9,2026-06-25,RATE_ASSIGNE,2026-06-25,RATE_ASSIGN_,2026-06-25,I,TRN_TYPE_9,C,7271,TXN0000000000000906,006
MO,CONTRACT_REF_NO_,MAKER_ID_907,2026-06-26,CHECKER_ID_9,2026-06-26,196526,2026-06-26,EVEN,C,A,N,614,2026-06-26,E,WO,RA,RELEASE_BY_9,2026-06-26,RATE_ASSIGNE,2026-06-26,RATE_ASSIGN_,2026-06-26,I,TRN_TYPE_9,C,2204,TXN0000000000000907,007
MO,CONTRACT_REF_NO_,MAKER_ID_908,2026-06-27,CHECKER_ID_9,2026-06-27,92928,2026-06-27,EVEN,C,A,N,4590,2026-06-27,E,WO,RA,RELEASE_BY_9,2026-06-27,RATE_ASSIGNE,2026-06-27,RATE_ASSIGN_,2026-06-27,I,TRN_TYPE_9,C,6654,TXN0000000000000908,008
MO,CONTRACT_REF_NO_,MAKER_ID_909,2026-06-28,CHECKER_ID_9,2026-06-28,209248,2026-06-28,EVEN,C,A,N,5742,2026-06-28,E,WO,RA,RELEASE_BY_9,2026-06-28,RATE_ASSIGNE,2026-06-28,RATE_ASSIGN_,2026-06-28,I,TRN_TYPE_9,C,9589,TXN0000000000000909,009
MO,CONTRACT_REF_NO_,MAKER_ID_910,2026-06-29,CHECKER_ID_9,2026-06-29,878568,2026-06-29,EVEN,C,A,N,9517,2026-06-29,E,WO,RA,RELEASE_BY_9,2026-06-29,RATE_ASSIGNE,2026-06-29,RATE_ASSIGN_,2026-06-29,I,TRN_TYPE_9,C,2262,TXN0000000000000910,010
MO,CONTRACT_REF_NO_,MAKER_ID_911,2026-06-30,CHECKER_ID_9,2026-06-30,270943,2026-06-30,EVEN,C,A,N,9167,2026-06-30,E,WO,RA,RELEASE_BY_9,2026-06-30,RATE_ASSIGNE,2026-06-30,RATE_ASSIGN_,2026-06-30,I,TRN_TYPE_9,C,822,TXN0000000000000911,011
MO,CONTRACT_REF_NO_,MAKER_ID_912,2026-07-01,CHECKER_ID_9,2026-07-01,300749,2026-07-01,EVEN,C,A,N,4383,2026-07-01,E,WO,RA,RELEASE_BY_9,2026-07-01,RATE_ASSIGNE,2026-07-01,RATE_ASSIGN_,2026-07-01,I,TRN_TYPE_9,C,4906,TXN0000000000000912,012
MO,CONTRACT_REF_NO_,MAKER_ID_913,2026-07-02,CHECKER_ID_9,2026-07-02,308487,2026-07-02,EVEN,C,A,N,8927,2026-07-02,E,WO,RA,RELEASE_BY_9,2026-07-02,RATE_ASSIGNE,2026-07-02,RATE_ASSIGN_,2026-07-02,I,TRN_TYPE_9,C,1764,TXN0000000000000913,013
MO,CONTRACT_REF_NO_,MAKER_ID_914,2026-07-03,CHECKER_ID_9,2026-07-03,44361,2026-07-03,EVEN,C,A,N,9637,2026-07-03,E,WO,RA,RELEASE_BY_9,2026-07-03,RATE_ASSIGNE,2026-07-03,RATE_ASSIGN_,2026-07-03,I,TRN_TYPE_9,C,2989,TXN0000000000000914,014
MO,CONTRACT_REF_NO_,MAKER_ID_915,2026-07-04,CHECKER_ID_9,2026-07-04,751852,2026-07-04,EVEN,C,A,N,7177,2026-07-04,E,WO,RA,RELEASE_BY_9,2026-07-04,RATE_ASSIGNE,2026-07-04,RATE_ASSIGN_,2026-07-04,I,TRN_TYPE_9,C,9641,TXN0000000000000915,015
MO,CONTRACT_REF_NO_,MAKER_ID_916,2026-07-05,CHECKER_ID_9,2026-07-05,206082,2026-07-05,EVEN,C,A,N,224,2026-07-05,E,WO,RA,RELEASE_BY_9,2026-07-05,RATE_ASSIGNE,2026-07-05,RATE_ASSIGN_,2026-07-05,I,TRN_TYPE_9,C,8084,TXN0000000000000916,016
MO,CONTRACT_REF_NO_,MAKER_ID_917,2026-07-06,CHECKER_ID_9,2026-07-06,255154,2026-07-06,EVEN,C,A,N,8108,2026-07-06,E,WO,RA,RELEASE_BY_9,2026-07-06,RATE_ASSIGNE,2026-07-06,RATE_ASSIGN_,2026-07-06,I,TRN_TYPE_9,C,3223,TXN0000000000000917,017
MO,CONTRACT_REF_NO_,MAKER_ID_918,2026-07-07,CHECKER_ID_9,2026-07-07,484700,2026-07-07,EVEN,C,A,N,6060,2026-07-07,E,WO,RA,RELEASE_BY_9,2026-07-07,RATE_ASSIGNE,2026-07-07,RATE_ASSIGN_,2026-07-07,I,TRN_TYPE_9,C,1808,TXN0000000000000918,018
MO,CONTRACT_REF_NO_,MAKER_ID_919,2026-07-08,CHECKER_ID_9,2026-07-08,146905,2026-07-08,EVEN,C,A,N,7650,2026-07-08,E,WO,RA,RELEASE_BY_9,2026-07-08,RATE_ASSIGNE,2026-07-08,RATE_ASSIGN_,2026-07-08,I,TRN_TYPE_9,C,6095,TXN0000000000000919,019
MO,CONTRACT_REF_NO_,MAKER_ID_920,2026-07-09,CHECKER_ID_9,2026-07-09,415282,2026-07-09,EVEN,C,A,N,5696,2026-07-09,E,WO,RA,RELEASE_BY_9,2026-07-09,RATE_ASSIGNE,2026-07-09,RATE_ASSIGN_,2026-07-09,I,TRN_TYPE_9,C,8558,TXN0000000000000920,020
MO,CONTRACT_REF_NO_,MAKER_ID_921,2026-07-10,CHECKER_ID_9,2026-07-10,960631,2026-07-10,EVEN,C,U,N,5059,2026-07-10,E,WO,RA,RELEASE_BY_9,2026-07-10,RATE_ASSIGNE,2026-07-10,RATE_ASSIGN_,2026-07-10,I,TRN_TYPE_9,C,2342,TXN0000000000000921,021
MO,CONTRACT_REF_NO_,MAKER_ID_922,2026-07-11,CHECKER_ID_9,2026-07-11,610111,2026-07-11,EVEN,C,A,N,3133,2026-07-11,E,WO,RA,RELEASE_BY_9,2026-07-11,RATE_ASSIGNE,2026-07-11,RATE_ASSIGN_,2026-07-11,I,TRN_TYPE_9,C,973,TXN0000000000000922,022
MO,CONTRACT_REF_NO_,MAKER_ID_923,2026-07-12,CHECKER_ID_9,2026-07-12,377912,2026-07-12,EVEN,C,A,N,719,2026-07-12,E,WO,RA,RELEASE_BY_9,2026-07-12,RATE_ASSIGNE,2026-07-12,RATE_ASSIGN_,2026-07-12,I,TRN_TYPE_9,C,9803,TXN0000000000000923,023
MO,CONTRACT_REF_NO_,MAKER_ID_924,2026-07-13,CHECKER_ID_9,2026-07-13,142561,2026-07-13,EVEN,C,A,N,2674,2026-07-13,E,WO,RA,RELEASE_BY_9,2026-07-13,RATE_ASSIGNE,2026-07-13,RATE_ASSIGN_,2026-07-13,I,TRN_TYPE_9,C,8603,TXN0000000000000924,024
MO,CONTRACT_REF_NO_,MAKER_ID_925,2026-07-14,CHECKER_ID_9,2026-07-14,642546,2026-07-14,EVEN,C,A,N,5868,2026-07-14,E,WO,RA,RELEASE_BY_9,2026-07-14,RATE_ASSIGNE,2026-07-14,RATE_ASSIGN_,2026-07-14,I,TRN_TYPE_9,C,9751,TXN0000000000000925,025
MO,CONTRACT_REF_NO_,MAKER_ID_926,2026-07-15,CHECKER_ID_9,2026-07-15,976824,2026-07-15,EVEN,C,A,N,4435,2026-07-15,E,WO,RA,RELEASE_BY_9,2026-07-15,RATE_ASSIGNE,2026-07-15,RATE_ASSIGN_,2026-07-15,I,TRN_TYPE_9,C,9067,TXN0000000000000926,001
MO,CONTRACT_REF_NO_,MAKER_ID_927,2026-07-16,CHECKER_ID_9,2026-07-16,581948,2026-07-16,EVEN,C,A,N,1025,2026-07-16,E,WO,RA,RELEASE_BY_9,2026-07-16,RATE_ASSIGNE,2026-07-16,RATE_ASSIGN_,2026-07-16,I,TRN_TYPE_9,C,7159,TXN0000000000000927,002
MO,CONTRACT_REF_NO_,MAKER_ID_928,2026-07-17,CHECKER_ID_9,2026-07-17,4562,2026-07-17,EVEN,C,A,N,7255,2026-07-17,E,WO,RA,RELEASE_BY_9,2026-07-17,RATE_ASSIGNE,2026-07-17,RATE_ASSIGN_,2026-07-17,I,TRN_TYPE_9,C,6468,TXN0000000000000928,003
MO,CONTRACT_REF_NO_,MAKER_ID_929,2026-07-18,CHECKER_ID_9,2026-07-18,721468,2026-07-18,EVEN,C,A,N,7465,2026-07-18,E,WO,RA,RELEASE_BY_9,2026-07-18,RATE_ASSIGNE,2026-07-18,RATE_ASSIGN_,2026-07-18,I,TRN_TYPE_9,C,9538,TXN0000000000000929,004
MO,CONTRACT_REF_NO_,MAKER_ID_930,2026-07-19,CHECKER_ID_9,2026-07-19,418613,2026-07-19,EVEN,C,A,N,6623,2026-07-19,E,WO,RA,RELEASE_BY_9,2026-07-19,RATE_ASSIGNE,2026-07-19,RATE_ASSIGN_,2026-07-19,I,TRN_TYPE_9,C,1291,TXN0000000000000930,005
MO,CONTRACT_REF_NO_,MAKER_ID_931,2026-07-20,CHECKER_ID_9,2026-07-20,915251,2026-07-20,EVEN,C,A,N,5869,2026-07-20,E,WO,RA,RELEASE_BY_9,2026-07-20,RATE_ASSIGNE,2026-07-20,RATE_ASSIGN_,2026-07-20,I,TRN_TYPE_9,C,1283,TXN0000000000000931,006
MO,CONTRACT_REF_NO_,MAKER_ID_932,2026-07-21,CHECKER_ID_9,2026-07-21,131129,2026-07-21,EVEN,C,A,N,2060,2026-07-21,E,WO,RA,RELEASE_BY_9,2026-07-21,RATE_ASSIGNE,2026-07-21,RATE_ASSIGN_,2026-07-21,I,TRN_TYPE_9,C,9667,TXN0000000000000932,007
MO,CONTRACT_REF_NO_,MAKER_ID_933,2026-07-22,CHECKER_ID_9,2026-07-22,57365,2026-07-22,EVEN,C,A,N,5008,2026-07-22,E,WO,RA,RELEASE_BY_9,2026-07-22,RATE_ASSIGNE,2026-07-22,RATE_ASSIGN_,2026-07-22,I,TRN_TYPE_9,C,6230,TXN0000000000000933,008
MO,CONTRACT_REF_NO_,MAKER_ID_934,2026-07-23,CHECKER_ID_9,2026-07-23,14317,2026-07-23,EVEN,C,A,N,9768,2026-07-23,E,WO,RA,RELEASE_BY_9,2026-07-23,RATE_ASSIGNE,2026-07-23,RATE_ASSIGN_,2026-07-23,I,TRN_TYPE_9,C,8277,TXN0000000000000934,009
MO,CONTRACT_REF_NO_,MAKER_ID_935,2026-07-24,CHECKER_ID_9,2026-07-24,25563,2026-07-24,EVEN,C,A,N,712,2026-07-24,E,WO,RA,RELEASE_BY_9,2026-07-24,RATE_ASSIGNE,2026-07-24,RATE_ASSIGN_,2026-07-24,I,TRN_TYPE_9,C,127,TXN0000000000000935,010
MO,CONTRACT_REF_NO_,MAKER_ID_936,2026-07-25,CHECKER_ID_9,2026-07-25,133152,2026-07-25,EVEN,C,A,N,6104,2026-07-25,E,WO,RA,RELEASE_BY_9,2026-07-25,RATE_ASSIGNE,2026-07-25,RATE_ASSIGN_,2026-07-25,I,TRN_TYPE_9,C,566,TXN0000000000000936,011
MO,CONTRACT_REF_NO_,MAKER_ID_937,2026-07-26,CHECKER_ID_9,2026-07-26,332236,2026-07-26,EVEN,C,A,N,1713,2026-07-26,E,WO,RA,RELEASE_BY_9,2026-07-26,RATE_ASSIGNE,2026-07-26,RATE_ASSIGN_,2026-07-26,I,TRN_TYPE_9,C,5057,TXN0000000000000937,012
MO,CONTRACT_REF_NO_,MAKER_ID_938,2026-07-27,CHECKER_ID_9,2026-07-27,94965,2026-07-27,EVEN,C,A,N,408,2026-07-27,E,WO,RA,RELEASE_BY_9,2026-07-27,RATE_ASSIGNE,2026-07-27,RATE_ASSIGN_,2026-07-27,I,TRN_TYPE_9,C,6631,TXN0000000000000938,013
MO,CONTRACT_REF_NO_,MAKER_ID_939,2026-07-28,CHECKER_ID_9,2026-07-28,980337,2026-07-28,EVEN,C,A,N,9300,2026-07-28,E,WO,RA,RELEASE_BY_9,2026-07-28,RATE_ASSIGNE,2026-07-28,RATE_ASSIGN_,2026-07-28,I,TRN_TYPE_9,C,6441,TXN0000000000000939,014
MO,CONTRACT_REF_NO_,MAKER_ID_940,2026-07-29,CHECKER_ID_9,2026-07-29,417351,2026-07-29,EVEN,C,A,N,6622,2026-07-29,E,WO,RA,RELEASE_BY_9,2026-07-29,RATE_ASSIGNE,2026-07-29,RATE_ASSIGN_,2026-07-29,I,TRN_TYPE_9,C,5755,TXN0000000000000940,015
MO,CONTRACT_REF_NO_,MAKER_ID_941,2026-07-30,CHECKER_ID_9,2026-07-30,908592,2026-07-30,EVEN,C,A,N,8593,2026-07-30,E,WO,RA,RELEASE_BY_9,2026-07-30,RATE_ASSIGNE,2026-07-30,RATE_ASSIGN_,2026-07-30,I,TRN_TYPE_9,C,5720,TXN0000000000000941,016
MO,CONTRACT_REF_NO_,MAKER_ID_942,2026-07-31,CHECKER_ID_9,2026-07-31,876891,2026-07-31,EVEN,C,A,N,8139,2026-07-31,E,WO,RA,RELEASE_BY_9,2026-07-31,RATE_ASSIGNE,2026-07-31,RATE_ASSIGN_,2026-07-31,I,TRN_TYPE_9,C,9091,TXN0000000000000942,017
MO,CONTRACT_REF_NO_,MAKER_ID_943,2026-08-01,CHECKER_ID_9,2026-08-01,546359,2026-08-01,EVEN,C,A,N,6548,2026-08-01,E,WO,RA,RELEASE_BY_9,2026-08-01,RATE_ASSIGNE,2026-08-01,RATE_ASSIGN_,2026-08-01,I,TRN_TYPE_9,C,7171,TXN0000000000000943,018
MO,CONTRACT_REF_NO_,MAKER_ID_944,2026-08-02,CHECKER_ID_9,2026-08-02,38289,2026-08-02,EVEN,C,U,N,4737,2026-08-02,E,WO,RA,RELEASE_BY_9,2026-08-02,RATE_ASSIGNE,2026-08-02,RATE_ASSIGN_,2026-08-02,I,TRN_TYPE_9,C,5226,TXN0000000000000944,019
MO,CONTRACT_REF_NO_,MAKER_ID_945,2026-08-03,CHECKER_ID_9,2026-08-03,982715,2026-08-03,EVEN,C,A,N,8825,2026-08-03,E,WO,RA,RELEASE_BY_9,2026-08-03,RATE_ASSIGNE,2026-08-03,RATE_ASSIGN_,2026-08-03,I,TRN_TYPE_9,C,5129,TXN0000000000000945,020
MO,CONTRACT_REF_NO_,MAKER_ID_946,2026-08-04,CHECKER_ID_9,2026-08-04,113339,2026-08-04,EVEN,C,A,N,3195,2026-08-04,E,WO,RA,RELEASE_BY_9,2026-08-04,RATE_ASSIGNE,2026-08-04,RATE_ASSIGN_,2026-08-04,I,TRN_TYPE_9,C,3974,TXN0000000000000946,021
MO,CONTRACT_REF_NO_,MAKER_ID_947,2026-08-05,CHECKER_ID_9,2026-08-05,740896,2026-08-05,EVEN,C,A,N,6343,2026-08-05,E,WO,RA,RELEASE_BY_9,2026-08-05,RATE_ASSIGNE,2026-08-05,RATE_ASSIGN_,2026-08-05,I,TRN_TYPE_9,C,6832,TXN0000000000000947,022
MO,CONTRACT_REF_NO_,MAKER_ID_948,2026-08-06,CHECKER_ID_9,2026-08-06,129358,2026-08-06,EVEN,C,A,N,957,2026-08-06,E,WO,RA,RELEASE_BY_9,2026-08-06,RATE_ASSIGNE,2026-08-06,RATE_ASSIGN_,2026-08-06,I,TRN_TYPE_9,C,7065,TXN0000000000000948,023
MO,CONTRACT_REF_NO_,MAKER_ID_949,2026-08-07,CHECKER_ID_9,2026-08-07,50918,2026-08-07,EVEN,C,A,N,3195,2026-08-07,E,WO,RA,RELEASE_BY_9,2026-08-07,RATE_ASSIGNE,2026-08-07,RATE_ASSIGN_,2026-08-07,I,TRN_TYPE_9,C,3321,TXN0000000000000949,024
MO,CONTRACT_REF_NO_,MAKER_ID_950,2026-08-08,CHECKER_ID_9,2026-08-08,383697,2026-08-08,EVEN,C,A,N,3198,2026-08-08,E,WO,RA,RELEASE_BY_9,2026-08-08,RATE_ASSIGNE,2026-08-08,RATE_ASSIGN_,2026-08-08,I,TRN_TYPE_9,C,3314,TXN0000000000000950,025
MO,CONTRACT_REF_NO_,MAKER_ID_951,2026-08-09,CHECKER_ID_9,2026-08-09,378281,2026-08-09,EVEN,C,A,N,3886,2026-08-09,E,WO,RA,RELEASE_BY_9,2026-08-09,RATE_ASSIGNE,2026-08-09,RATE_ASSIGN_,2026-08-09,I,TRN_TYPE_9,C,962,TXN0000000000000951,001
MO,CONTRACT_REF_NO_,MAKER_ID_952,2026-08-10,CHECKER_ID_9,2026-08-10,909605,2026-08-10,EVEN,C,A,N,8252,2026-08-10,E,WO,RA,RELEASE_BY_9,2026-08-10,RATE_ASSIGNE,2026-08-10,RATE_ASSIGN_,2026-08-10,I,TRN_TYPE_9,C,4270,TXN0000000000000952,002
MO,CONTRACT_REF_NO_,MAKER_ID_953,2026-08-11,CHECKER_ID_9,2026-08-11,719320,2026-08-11,EVEN,C,A,N,4021,2026-08-11,E,WO,RA,RELEASE_BY_9,2026-08-11,RATE_ASSIGNE,2026-08-11,RATE_ASSIGN_,2026-08-11,I,TRN_TYPE_9,C,9728,TXN0000000000000953,003
