COD_RECTYPE,COD_MODULE,COD_TS_FORMAT,COD_INT_COL,IDENTIFIER,COD_COL,COD_TAG_POS,COD_TAG_MODE,COD_TYPE,COD_TNAME,COD_CUBE_FORMAT,COD_CUBE_DEFAULTS,COD_CUBE_REFCHKS,COD_CUBE_COL,FLG_CUBE,COD_CUBE_DEFIND,COD_CUBE_KEYCNT,COD_CUBE_FUNCID,COD_CUBE_MAND,COD_CUBE_FLDNAME,COD_CUBE_KEYFLDS,COD_CUBE_DTYPE,COD_CUBE_DLENGTH,COD_CUBE_TRACK,COD_CUBE_MODIND,COD_PROC_TAG,COD_HEADER,COD_DATA_LENGTH,COD_DATA_TYPE,COD_MANDATORY,TYPE_OF_INTERFACE,MULTI_RECORD,FUNCTION_ID
COD_RECTYPE_74,CO,COD_TS_FORMAT_74,300012,IDENTIFIER_74,COD_COL_74,COD_TAG_POS_74,COD_TAG_MODE_74,C,Cod Tname 74,COD_CUBE_FORMAT_74,COD_CUBE_DEFAULTS_74,COD_CUBE_REFCHKS_74,610848,F,COD_CUBE_DEFIND_74,205222,COD_CUBE_FUNCID_74,COD_CUBE_MAND_74,Cod Cube Fldname 74,COD_CUBE_KEYFLDS_74,COD_CUBE_DTYPE_74,COD_CUBE_DLENGTH_74,COD_CUBE_TRACK_74,COD_CUBE_MODIND_74,COD_PROC_TAG_74,766106,COD_DATA_LENGTH_74,COD_DATA_TYPE_74,COD_MANDATORY_74,T,M,FUNCTION_ID_74
COD_RECTYPE_75,CO,COD_TS_FORMAT_75,479067,IDENTIFIER_75,COD_COL_75,COD_TAG_POS_75,COD_TAG_MODE_75,C,Cod Tname 75,COD_CUBE_FORMAT_75,COD_CUBE_DEFAULTS_75,COD_CUBE_REFCHKS_75,575446,F,COD_CUBE_DEFIND_75,902545,COD_CUBE_FUNCID_75,COD_CUBE_MAND_75,Cod Cube Fldname 75,COD_CUBE_KEYFLDS_75,COD_CUBE_DTYPE_75,COD_CUBE_DLENGTH_75,COD_CUBE_TRACK_75,COD_CUBE_MODIND_75,COD_PROC_TAG_75,489542,COD_DATA_LENGTH_75,COD_DATA_TYPE_75,COD_MANDATORY_75,T,M,FUNCTION_ID_75
COD_RECTYPE_76,CO,COD_TS_FORMAT_76,723845,IDENTIFIER_76,COD_COL_76,COD_TAG_POS_76,COD_TAG_MODE_76,C,Cod Tname 76,COD_CUBE_FORMAT_76,COD_CUBE_DEFAULTS_76,COD_CUBE_REFCHKS_76,250416,F,COD_CUBE_DEFIND_76,153430,COD_CUBE_FUNCID_76,COD_CUBE_MAND_76,Cod Cube Fldname 76,COD_CUBE_KEYFLDS_76,COD_CUBE_DTYPE_76,COD_CUBE_DLENGTH_76,COD_CUBE_TRACK_76,COD_CUBE_MODIND_76,COD_PROC_TAG_76,955165,COD_DATA_LENGTH_76,COD_DATA_TYPE_76,COD_MANDATORY_76,T,M,FUNCTION_ID_76
COD_RECTYPE_77,CO,COD_TS_FORMAT_77,928932,IDENTIFIER_77,COD_COL_77,COD_TAG_POS_77,COD_TAG_MODE_77,C,Cod Tname 77,COD_CUBE_FORMAT_77,COD_CUBE_DEFAULTS_77,COD_CUBE_REFCHKS_77,530017,F,COD_CUBE_DEFIND_77,922998,COD_CUBE_FUNCID_77,COD_CUBE_MAND_77,Cod Cube Fldname 77,COD_CUBE_KEYFLDS_77,COD_CUBE_DTYPE_77,COD_CUBE_DLENGTH_77,COD_CUBE_TRACK_77,COD_CUBE_MODIND_77,COD_PROC_TAG_77,133160,COD_DATA_LENGTH_77,COD_DATA_TYPE_77,COD_MANDATORY_77,T,M,FUNCTION_ID_77
COD_RECTYPE_78,CO,COD_TS_FORMAT_78,507211,IDENTIFIER_78,COD_COL_78,COD_TAG_POS_78,COD_TAG_MODE_78,C,Cod Tname 78,COD_CUBE_FORMAT_78,COD_CUBE_DEFAULTS_78,COD_CUBE_REFCHKS_78,766985,F,COD_CUBE_DEFIND_78,530141,COD_CUBE_FUNCID_78,COD_CUBE_MAND_78,Cod Cube Fldname 78,COD_CUBE_KEYFLDS_78,COD_CUBE_DTYPE_78,COD_CUBE_DLENGTH_78,COD_CUBE_TRACK_78,COD_CUBE_MODIND_78,COD_PROC_TAG_78,8809,COD_DATA_LENGTH_78,COD_DATA_TYPE_78,COD_MANDATORY_78,T,M,FUNCTION_ID_78
COD_RECTYPE_79,CO,COD_TS_FORMAT_79,396306,IDENTIFIER_79,COD_COL_79,COD_TAG_POS_79,COD_TAG_MODE_79,C,Cod Tname 79,COD_CUBE_FORMAT_79,COD_CUBE_DEFAULTS_79,COD_CUBE_REFCHKS_79,757276,F,COD_CUBE_DEFIND_79,426968,COD_CUBE_FUNCID_79,COD_CUBE_MAND_79,Cod Cube Fldname 79,COD_CUBE_KEYFLDS_79,COD_CUBE_DTYPE_79,COD_CUBE_DLENGTH_79,COD_CUBE_TRACK_79,COD_CUBE_MODIND_79,COD_PROC_TAG_79,702351,COD_DATA_LENGTH_79,COD_DATA_TYPE_79,COD_MANDATORY_79,T,M,FUNCTION_ID_79
COD_RECTYPE_80,CO,COD_TS_FORMAT_80,699695,IDENTIFIER_80,COD_COL_80,COD_TAG_POS_80,COD_TAG_MODE_80,C,Cod Tname 80,COD_CUBE_FORMAT_80,COD_CUBE_DEFAULTS_80,COD_CUBE_REFCHKS_80,13037,F,COD_CUBE_DEFIND_80,802225,COD_CUBE_FUNCID_80,COD_CUBE_MAND_80,Cod Cube Fldname 80,COD_CUBE_KEYFLDS_80,COD_CUBE_DTYPE_80,COD_CUBE_DLENGTH_80,COD_CUBE_TRACK_80,COD_CUBE_MODIND_80,COD_PROC_TAG_80,668397,COD_DATA_LENGTH_80,COD_DATA_TYPE_80,COD_MANDATORY_80,T,M,FUNCTION_ID_80
COD_RECTYPE_81,CO,COD_TS_FORMAT_81,421340,IDENTIFIER_81,COD_COL_81,COD_TAG_POS_81,COD_TAG_MODE_81,C,Cod Tname 81,COD_CUBE_FORMAT_81,COD_CUBE_DEFAULTS_81,COD_CUBE_REFCHKS_81,913842,F,COD_CUBE_DEFIND_81,434090,COD_CUBE_FUNCID_81,COD_CUBE_MAND_81,Cod Cube Fldname 81,COD_CUBE_KEYFLDS_81,COD_CUBE_DTYPE_81,COD_CUBE_DLENGTH_81,COD_CUBE_TRACK_81,COD_CUBE_MODIND_81,COD_PROC_TAG_81,121658,COD_DATA_LENGTH_81,COD_DATA_TYPE_81,COD_MANDATORY_81,T,M,FUNCTION_ID_81
COD_RECTYPE_82,CO,COD_TS_FORMAT_82,581335,IDENTIFIER_82,COD_COL_82,COD_TAG_POS_82,COD_TAG_MODE_82,C,Cod Tname 82,COD_CUBE_FORMAT_82,COD_CUBE_DEFAULTS_82,COD_CUBE_REFCHKS_82,623817,F,COD_CUBE_DEFIND_82,201228,COD_CUBE_FUNCID_82,COD_CUBE_MAND_82,Cod Cube Fldname 82,COD_CUBE_KEYFLDS_82,COD_CUBE_DTYPE_82,COD_CUBE_DLENGTH_82,COD_CUBE_TRACK_82,COD_CUBE_MODIND_82,COD_PROC_TAG_82,595274,COD_DATA_LENGTH_82,COD_DATA_TYPE_82,COD_MANDATORY_82,T,M,FUNCTION_ID_82
COD_RECTYPE_83,CO,COD_TS_FORMAT_83,616706,IDENTIFIER_83,COD_COL_83,COD_TAG_POS_83,COD_TAG_MODE_83,C,Cod Tname 83,COD_CUBE_FORMAT_83,COD_CUBE_DEFAULTS_83,COD_CUBE_REFCHKS_83,279727,F,COD_CUBE_DEFIND_83,941240,COD_CUBE_FUNCID_83,COD_CUBE_MAND_83,Cod Cube Fldname 83,COD_CUBE_KEYFLDS_83,COD_CUBE_DTYPE_83,COD_CUBE_DLENGTH_83,COD_CUBE_TRACK_83,COD_CUBE_MODIND_83,COD_PROC_TAG_83,69009,COD_DATA_LENGTH_83,COD_DATA_TYPE_83,COD_MANDATORY_83,T,M,FUNCTION_ID_83
COD_RECTYPE_84,CO,COD_TS_FORMAT_84,172003,IDENTIFIER_84,COD_COL_84,COD_TAG_POS_84,COD_TAG_MODE_84,C,Cod Tname 84,COD_CUBE_FORMAT_84,COD_CUBE_DEFAULTS_84,COD_CUBE_REFCHKS_84,330889,F,COD_CUBE_DEFIND_84,436851,COD_CUBE_FUNCID_84,COD_CUBE_MAND_84,Cod Cube Fldname 84,COD_CUBE_KEYFLDS_84,COD_CUBE_DTYPE_84,COD_CUBE_DLENGTH_84,COD_CUBE_TRACK_84,COD_CUBE_MODIND_84,COD_PROC_TAG_84,399613,COD_DATA_LENGTH_84,COD_DATA_TYPE_84,COD_MANDATORY_84,T,M,FUNCTION_ID_84
COD_RECTYPE_85,CO,COD_TS_FORMAT_85,101712,IDENTIFIER_85,COD_COL_85,COD_TAG_POS_85,COD_TAG_MODE_85,C,Cod Tname 85,COD_CUBE_FORMAT_85,COD_CUBE_DEFAULTS_85,COD_CUBE_REFCHKS_85,476343,F,COD_CUBE_DEFIND_85,106001,COD_CUBE_FUNCID_85,COD_CUBE_MAND_85,Cod Cube Fldname 85,COD_CUBE_KEYFLDS_85,COD_CUBE_DTYPE_85,COD_CUBE_DLENGTH_85,COD_CUBE_TRACK_85,COD_CUBE_MODIND_85,COD_PROC_TAG_85,514097,COD_DATA_LENGTH_85,COD_DATA_TYPE_85,COD_MANDATORY_85,T,M,FUNCTION_ID_85
COD_RECTYPE_86,CO,COD_TS_FORMAT_86,747902,IDENTIFIER_86,COD_COL_86,COD_TAG_POS_86,COD_TAG_MODE_86,C,Cod Tname 86,COD_CUBE_FORMAT_86,COD_CUBE_DEFAULTS_86,COD_CUBE_REFCHKS_86,833653,F,COD_CUBE_DEFIND_86,595823,COD_CUBE_FUNCID_86,COD_CUBE_MAND_86,Cod Cube Fldname 86,COD_CUBE_KEYFLDS_86,COD_CUBE_DTYPE_86,COD_CUBE_DLENGTH_86,COD_CUBE_TRACK_86,COD_CUBE_MODIND_86,COD_PROC_TAG_86,605953,COD_DATA_LENGTH_86,COD_DATA_TYPE_86,COD_MANDATORY_86,T,M,FUNCTION_ID_86
COD_RECTYPE_87,CO,COD_TS_FORMAT_87,137537,IDENTIFIER_87,COD_COL_87,COD_TAG_POS_87,COD_TAG_MODE_87,C,Cod Tname 87,COD_CUBE_FORMAT_87,COD_CUBE_DEFAULTS_87,COD_CUBE_REFCHKS_87,784490,F,COD_CUBE_DEFIND_87,110954,COD_CUBE_FUNCID_87,COD_CUBE_MAND_87,Cod Cube Fldname 87,COD_CUBE_KEYFLDS_87,COD_CUBE_DTYPE_87,COD_CUBE_DLENGTH_87,COD_CUBE_TRACK_87,COD_CUBE_MODIND_87,COD_PROC_TAG_87,956763,COD_DATA_LENGTH_87,COD_DATA_TYPE_87,COD_MANDATORY_87,T,M,FUNCTION_ID_87
COD_RECTYPE_88,CO,COD_TS_FORMAT_88,176724,IDENTIFIER_88,COD_COL_88,COD_TAG_POS_88,COD_TAG_MODE_88,C,Cod Tname 88,COD_CUBE_FORMAT_88,COD_CUBE_DEFAULTS_88,COD_CUBE_REFCHKS_88,381168,F,COD_CUBE_DEFIND_88,232026,COD_CUBE_FUNCID_88,COD_CUBE_MAND_88,Cod Cube Fldname 88,COD_CUBE_KEYFLDS_88,COD_CUBE_DTYPE_88,COD_CUBE_DLENGTH_88,COD_CUBE_TRACK_88,COD_CUBE_MODIND_88,COD_PROC_TAG_88,432126,COD_DATA_LENGTH_88,COD_DATA_TYPE_88,COD_MANDATORY_88,T,M,FUNCTION_ID_88
COD_RECTYPE_89,CO,COD_TS_FORMAT_89,384591,IDENTIFIER_89,COD_COL_89,COD_TAG_POS_89,COD_TAG_MODE_89,C,Cod Tname 89,COD_CUBE_FORMAT_89,COD_CUBE_DEFAULTS_89,COD_CUBE_REFCHKS_89,244531,F,COD_CUBE_DEFIND_89,410753,COD_CUBE_FUNCID_89,COD_CUBE_MAND_89,Cod Cube Fldname 89,COD_CUBE_KEYFLDS_89,COD_CUBE_DTYPE_89,COD_CUBE_DLENGTH_89,COD_CUBE_TRACK_89,COD_CUBE_MODIND_89,COD_PROC_TAG_89,748930,COD_DATA_LENGTH_89,COD_DATA_TYPE_89,COD_MANDATORY_89,T,M,FUNCTION_ID_89
COD_RECTYPE_90,CO,COD_TS_FORMAT_90,804073,IDENTIFIER_90,COD_COL_90,COD_TAG_POS_90,COD_TAG_MODE_90,C,Cod Tname 90,COD_CUBE_FORMAT_90,COD_CUBE_DEFAULTS_90,COD_CUBE_REFCHKS_90,944843,F,COD_CUBE_DEFIND_90,262355,COD_CUBE_FUNCID_90,COD_CUBE_MAND_90,Cod Cube Fldname 90,COD_CUBE_KEYFLDS_90,COD_CUBE_DTYPE_90,COD_CUBE_DLENGTH_90,COD_CUBE_TRACK_90,COD_CUBE_MODIND_90,COD_PROC_TAG_90,368216,COD_DATA_LENGTH_90,COD_DATA_TYPE_90,COD_MANDATORY_90,T,M,FUNCTION_ID_90
COD_RECTYPE_91,CO,COD_TS_FORMAT_91,853193,IDENTIFIER_91,COD_COL_91,COD_TAG_POS_91,COD_TAG_MODE_91,C,Cod Tname 91,COD_CUBE_FORMAT_91,COD_CUBE_DEFAULTS_91,COD_CUBE_REFCHKS_91,897932,F,COD_CUBE_DEFIND_91,34911,COD_CUBE_FUNCID_91,COD_CUBE_MAND_91,Cod Cube Fldname 91,COD_CUBE_KEYFLDS_91,COD_CUBE_DTYPE_91,COD_CUBE_DLENGTH_91,COD_CUBE_TRACK_91,COD_CUBE_MODIND_91,COD_PROC_TAG_91,883779,COD_DATA_LENGTH_91,COD_DATA_TYPE_91,COD_MANDATORY_91,T,M,FUNCTION_ID_91
COD_RECTYPE_92,CO,COD_TS_FORMAT_92,185197,IDENTIFIER_92,COD_COL_92,COD_TAG_POS_92,COD_TAG_MODE_92,C,Cod Tname 92,COD_CUBE_FORMAT_92,COD_CUBE_DEFAULTS_92,COD_CUBE_REFCHKS_92,579850,F,COD_CUBE_DEFIND_92,869989,COD_CUBE_FUNCID_92,COD_CUBE_MAND_92,Cod Cube Fldname 92,COD_CUBE_KEYFLDS_92,COD_CUBE_DTYPE_92,COD_CUBE_DLENGTH_92,COD_CUBE_TRACK_92,COD_CUBE_MODIND_92,COD_PROC_TAG_92,772869,COD_DATA_LENGTH_92,COD_DATA_TYPE_92,COD_MANDATORY_92,T,M,FUNCTION_ID_92
COD_RECTYPE_93,CO,COD_TS_FORMAT_93,483510,IDENTIFIER_93,COD_COL_93,COD_TAG_POS_93,COD_TAG_MODE_93,C,Cod Tname 93,COD_CUBE_FORMAT_93,COD_CUBE_DEFAULTS_93,COD_CUBE_REFCHKS_93,60188,F,COD_CUBE_DEFIND_93,509701,COD_CUBE_FUNCID_93,COD_CUBE_MAND_93,Cod Cube Fldname 93,COD_CUBE_KEYFLDS_93,COD_CUBE_DTYPE_93,COD_CUBE_DLENGTH_93,COD_CUBE_TRACK_93,COD_CUBE_MODIND_93,COD_PROC_TAG_93,291014,COD_DATA_LENGTH_93,COD_DATA_TYPE_93,COD_MANDATORY_93,T,M,FUNCTION_ID_93
COD_RECTYPE_94,CO,COD_TS_FORMAT_94,673967,IDENTIFIER_94,COD_COL_94,COD_TAG_POS_94,COD_TAG_MODE_94,C,Cod Tname 94,COD_CUBE_FORMAT_94,COD_CUBE_DEFAULTS_94,COD_CUBE_REFCHKS_94,73242,F,COD_CUBE_DEFIND_94,871539,COD_CUBE_FUNCID_94,COD_CUBE_MAND_94,Cod Cube Fldname 94,COD_CUBE_KEYFLDS_94,COD_CUBE_DTYPE_94,COD_CUBE_DLENGTH_94,COD_CUBE_TRACK_94,COD_CUBE_MODIND_94,COD_PROC_TAG_94,750032,COD_DATA_LENGTH_94,COD_DATA_TYPE_94,COD_MANDATORY_94,T,M,FUNCTION_ID_94
COD_RECTYPE_95,CO,COD_TS_FORMAT_95,853761,IDENTIFIER_95,COD_COL_95,COD_TAG_POS_95,COD_TAG_MODE_95,C,Cod Tname 95,COD_CUBE_FORMAT_95,COD_CUBE_DEFAULTS_95,COD_CUBE_REFCHKS_95,822363,F,COD_CUBE_DEFIND_95,474521,COD_CUBE_FUNCID_95,COD_CUBE_MAND_95,Cod Cube Fldname 95,COD_CUBE_KEYFLDS_95,COD_CUBE_DTYPE_95,COD_CUBE_DLENGTH_95,COD_CUBE_TRACK_95,COD_CUBE_MODIND_95,COD_PROC_TAG_95,963528,COD_DATA_LENGTH_95,COD_DATA_TYPE_95,COD_MANDATORY_95,T,M,FUNCTION_ID_95
COD_RECTYPE_96,CO,COD_TS_FORMAT_96,906973,IDENTIFIER_96,COD_COL_96,COD_TAG_POS_96,COD_TAG_MODE_96,C,Cod Tname 96,COD_CUBE_FORMAT_96,COD_CUBE_DEFAULTS_96,COD_CUBE_REFCHKS_96,526345,F,COD_CUBE_DEFIND_96,489242,COD_CUBE_FUNCID_96,COD_CUBE_MAND_96,Cod Cube Fldname 96,COD_CUBE_KEYFLDS_96,COD_CUBE_DTYPE_96,COD_CUBE_DLENGTH_96,COD_CUBE_TRACK_96,COD_CUBE_MODIND_96,COD_PROC_TAG_96,59459,COD_DATA_LENGTH_96,COD_DATA_TYPE_96,COD_MANDATORY_96,T,M,FUNCTION_ID_96
COD_RECTYPE_97,CO,COD_TS_FORMAT_97,79171,IDENTIFIER_97,COD_COL_97,COD_TAG_POS_97,COD_TAG_MODE_97,C,Cod Tname 97,COD_CUBE_FORMAT_97,COD_CUBE_DEFAULTS_97,COD_CUBE_REFCHKS_97,433424,F,COD_CUBE_DEFIND_97,886928,COD_CUBE_FUNCID_97,COD_CUBE_MAND_97,Cod Cube Fldname 97,COD_CUBE_KEYFLDS_97,COD_CUBE_DTYPE_97,COD_CUBE_DLENGTH_97,COD_CUBE_TRACK_97,COD_CUBE_MODIND_97,COD_PROC_TAG_97,887399,COD_DATA_LENGTH_97,COD_DATA_TYPE_97,COD_MANDATORY_97,T,M,FUNCTION_ID_97
COD_RECTYPE_98,CO,COD_TS_FORMAT_98,193473,IDENTIFIER_98,COD_COL_98,COD_TAG_POS_98,COD_TAG_MODE_98,C,Cod Tname 98,COD_CUBE_FORMAT_98,COD_CUBE_DEFAULTS_98,COD_CUBE_REFCHKS_98,725477,F,COD_CUBE_DEFIND_98,676157,COD_CUBE_FUNCID_98,COD_CUBE_MAND_98,Cod Cube Fldname 98,COD_CUBE_KEYFLDS_98,COD_CUBE_DTYPE_98,COD_CUBE_DLENGTH_98,COD_CUBE_TRACK_98,COD_CUBE_MODIND_98,COD_PROC_TAG_98,83135,COD_DATA_LENGTH_98,COD_DATA_TYPE_98,COD_MANDATORY_98,T,M,FUNCTION_ID_98
COD_RECTYPE_99,CO,COD_TS_FORMAT_99,97889,IDENTIFIER_99,COD_COL_99,COD_TAG_POS_99,COD_TAG_MODE_99,C,Cod Tname 99,COD_CUBE_FORMAT_99,COD_CUBE_DEFAULTS_99,COD_CUBE_REFCHKS_99,230466,F,COD_CUBE_DEFIND_99,542064,COD_CUBE_FUNCID_99,COD_CUBE_MAND_99,Cod Cube Fldname 99,COD_CUBE_KEYFLDS_99,COD_CUBE_DTYPE_99,COD_CUBE_DLENGTH_99,COD_CUBE_TRACK_99,COD_CUBE_MODIND_99,COD_PROC_TAG_99,626018,COD_DATA_LENGTH_99,COD_DATA_TYPE_99,COD_MANDATORY_99,T,M,FUNCTION_ID_99
COD_RECTYPE_100,CO,COD_TS_FORMAT_100,275047,IDENTIFIER_100,COD_COL_100,COD_TAG_POS_100,COD_TAG_MODE_100,C,Cod Tname 100,COD_CUBE_FORMAT_100,COD_CUBE_DEFAULTS_100,COD_CUBE_REFCHKS_100,428326,F,COD_CUBE_DEFIND_100,707045,COD_CUBE_FUNCID_100,COD_CUBE_MAND_100,Cod Cube Fldname 100,COD_CUBE_KEYFLDS_100,COD_CUBE_DTYPE_100,COD_CUBE_DLENGTH_100,COD_CUBE_TRACK_100,COD_CUBE_MODIND_100,COD_PROC_TAG_100,41876,COD_DATA_LENGTH_100,COD_DATA_TYPE_100,COD_MANDATORY_100,T,M,FUNCTION_ID_100
COD_RECTYPE_101,CO,COD_TS_FORMAT_101,812196,IDENTIFIER_101,COD_COL_101,COD_TAG_POS_101,COD_TAG_MODE_101,C,Cod Tname 101,COD_CUBE_FORMAT_101,COD_CUBE_DEFAULTS_101,COD_CUBE_REFCHKS_101,635689,F,COD_CUBE_DEFIND_101,793172,COD_CUBE_FUNCID_101,COD_CUBE_MAND_101,Cod Cube Fldname 101,COD_CUBE_KEYFLDS_101,COD_CUBE_DTYPE_101,COD_CUBE_DLENGTH_101,COD_CUBE_TRACK_101,COD_CUBE_MODIND_101,COD_PROC_TAG_101,768665,COD_DATA_LENGTH_101,COD_DATA_TYPE_101,COD_MANDATORY_101,T,M,FUNCTION_ID_101
COD_RECTYPE_102,CO,COD_TS_FORMAT_102,902284,IDENTIFIER_102,COD_COL_102,COD_TAG_POS_102,COD_TAG_MODE_102,C,Cod Tname 102,COD_CUBE_FORMAT_102,COD_CUBE_DEFAULTS_102,COD_CUBE_REFCHKS_102,457755,F,COD_CUBE_DEFIND_102,95981,COD_CUBE_FUNCID_102,COD_CUBE_MAND_102,Cod Cube Fldname 102,COD_CUBE_KEYFLDS_102,COD_CUBE_DTYPE_102,COD_CUBE_DLENGTH_102,COD_CUBE_TRACK_102,COD_CUBE_MODIND_102,COD_PROC_TAG_102,176838,COD_DATA_LENGTH_102,COD_DATA_TYPE_102,COD_MANDATORY_102,T,M,FUNCTION_ID_102
COD_RECTYPE_103,CO,COD_TS_FORMAT_103,301118,IDENTIFIER_103,COD_COL_103,COD_TAG_POS_103,COD_TAG_MODE_103,C,Cod Tname 103,COD_CUBE_FORMAT_103,COD_CUBE_DEFAULTS_103,COD_CUBE_REFCHKS_103,49212,F,COD_CUBE_DEFIND_103,185325,COD_CUBE_FUNCID_103,COD_CUBE_MAND_103,Cod Cube Fldname 103,COD_CUBE_KEYFLDS_103,COD_CUBE_DTYPE_103,COD_CUBE_DLENGTH_103,COD_CUBE_TRACK_103,COD_CUBE_MODIND_103,COD_PROC_TAG_103,797327,COD_DATA_LENGTH_103,COD_DATA_TYPE_103,COD_MANDATORY_103,T,M,FUNCTION_ID_103
COD_RECTYPE_104,CO,COD_TS_FORMAT_104,323385,IDENTIFIER_104,COD_COL_104,COD_TAG_POS_104,COD_TAG_MODE_104,C,Cod Tname 104,COD_CUBE_FORMAT_104,COD_CUBE_DEFAULTS_104,COD_CUBE_REFCHKS_104,342595,F,COD_CUBE_DEFIND_104,841302,COD_CUBE_FUNCID_104,COD_CUBE_MAND_104,Cod Cube Fldname 104,COD_CUBE_KEYFLDS_104,COD_CUBE_DTYPE_104,COD_CUBE_DLENGTH_104,COD_CUBE_TRACK_104,COD_CUBE_MODIND_104,COD_PROC_TAG_104,875719,COD_DATA_LENGTH_104,COD_DATA_TYPE_104,COD_MANDATORY_104,T,M,FUNCTION_ID_104
COD_RECTYPE_105,CO,COD_TS_FORMAT_105,756759,IDENTIFIER_105,COD_COL_105,COD_TAG_POS_105,COD_TAG_MODE_105,C,Cod Tname 105,COD_CUBE_FORMAT_105,COD_CUBE_DEFAULTS_105,COD_CUBE_REFCHKS_105,211932,F,COD_CUBE_DEFIND_105,347412,COD_CUBE_FUNCID_105,COD_CUBE_MAND_105,Cod Cube Fldname 105,COD_CUBE_KEYFLDS_105,COD_CUBE_DTYPE_105,COD_CUBE_DLENGTH_105,COD_CUBE_TRACK_105,COD_CUBE_MODIND_105,COD_PROC_TAG_105,641741,COD_DATA_LENGTH_105,COD_DATA_TYPE_105,COD_MANDATORY_105,T,M,FUNCTION_ID_105
COD_RECTYPE_106,CO,COD_TS_FORMAT_106,231461,IDENTIFIER_106,COD_COL_106,COD_TAG_POS_106,COD_TAG_MODE_106,C,Cod Tname 106,COD_CUBE_FORMAT_106,COD_CUBE_DEFAULTS_106,COD_CUBE_REFCHKS_106,792824,F,COD_CUBE_DEFIND_106,885470,COD_CUBE_FUNCID_106,COD_CUBE_MAND_106,Cod Cube Fldname 106,COD_CUBE_KEYFLDS_106,COD_CUBE_DTYPE_106,COD_CUBE_DLENGTH_106,COD_CUBE_TRACK_106,COD_CUBE_MODIND_106,COD_PROC_TAG_106,289702,COD_DATA_LENGTH_106,COD_DATA_TYPE_106,COD_MANDATORY_106,T,M,FUNCTION_ID_106
COD_RECTYPE_107,CO,COD_TS_FORMAT_107,23556,IDENTIFIER_107,COD_COL_107,COD_TAG_POS_107,COD_TAG_MODE_107,C,Cod Tname 107,COD_CUBE_FORMAT_107,COD_CUBE_DEFAULTS_107,COD_CUBE_REFCHKS_107,381176,F,COD_CUBE_DEFIND_107,885731,COD_CUBE_FUNCID_107,COD_CUBE_MAND_107,Cod Cube Fldname 107,COD_CUBE_KEYFLDS_107,COD_CUBE_DTYPE_107,COD_CUBE_DLENGTH_107,COD_CUBE_TRACK_107,COD_CUBE_MODIND_107,COD_PROC_TAG_107,686586,COD_DATA_LENGTH_107,COD_DATA_TYPE_107,COD_MANDATORY_107,T,M,FUNCTION_ID_107
COD_RECTYPE_108,CO,COD_TS_FORMAT_108,251782,IDENTIFIER_108,COD_COL_108,COD_TAG_POS_108,COD_TAG_MODE_108,C,Cod Tname 108,COD_CUBE_FORMAT_108,COD_CUBE_DEFAULTS_108,COD_CUBE_REFCHKS_108,516558,F,COD_CUBE_DEFIND_108,466784,COD_CUBE_FUNCID_108,COD_CUBE_MAND_108,Cod Cube Fldname 108,COD_CUBE_KEYFLDS_108,COD_CUBE_DTYPE_108,COD_CUBE_DLENGTH_108,COD_CUBE_TRACK_108,COD_CUBE_MODIND_108,COD_PROC_TAG_108,343351,COD_DATA_LENGTH_108,COD_DATA_TYPE_108,COD_MANDATORY_108,T,M,FUNCTION_ID_108
COD_RECTYPE_109,CO,COD_TS_FORMAT_109,506414,IDENTIFIER_109,COD_COL_109,COD_TAG_POS_109,COD_TAG_MODE_109,C,Cod Tname 109,COD_CUBE_FORMAT_109,COD_CUBE_DEFAULTS_109,COD_CUBE_REFCHKS_109,351206,F,COD_CUBE_DEFIND_109,638986,COD_CUBE_FUNCID_109,COD_CUBE_MAND_109,Cod Cube Fldname 109,COD_CUBE_KEYFLDS_109,COD_CUBE_DTYPE_109,COD_CUBE_DLENGTH_109,COD_CUBE_TRACK_109,COD_CUBE_MODIND_109,COD_PROC_TAG_109,283360,COD_DATA_LENGTH_109,COD_DATA_TYPE_109,COD_MANDATORY_109,T,M,FUNCTION_ID_109
COD_RECTYPE_110,CO,COD_TS_FORMAT_110,178998,IDENTIFIER_110,COD_COL_110,COD_TAG_POS_110,COD_TAG_MODE_110,C,Cod Tname 110,COD_CUBE_FORMAT_110,COD_CUBE_DEFAULTS_110,COD_CUBE_REFCHKS_110,546646,F,COD_CUBE_DEFIND_110,649931,COD_CUBE_FUNCID_110,COD_CUBE_MAND_110,Cod Cube Fldname 110,COD_CUBE_KEYFLDS_110,COD_CUBE_DTYPE_110,COD_CUBE_DLENGTH_110,COD_CUBE_TRACK_110,COD_CUBE_MODIND_110,COD_PROC_TAG_110,194726,COD_DATA_LENGTH_110,COD_DATA_TYPE_110,COD_MANDATORY_110,T,M,FUNCTION_ID_110
