MODULE,CONTRACT_REF_NO,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,EVENT_SEQ_NO,EVENT_DATE,EVENT_CODE,CONTRACT_STATUS,AUTH_STATUS,NEW_VERSION_INDICATOR,REVERSED_EVENT_SEQ_NO,EVENT_VALUE_DATE,ECA_STATUS,WORKFLOW_STATUS,RATE_REVISION_STATUS,RELEASE_BY,RELEASE_DT_STAMP,RATE_ASSIGNED_BY,RATE_ASSIGN_DT_STAMP,RATE_ASSIGN_AUTH_BY,RATE_ASSIGN_AUTH_DT_STAMP,INFORM_STATUS,TRN_TYPE,CUTOFF_STATUS,CUTOFF_EVENT_SEQ_NO,TXN_ID,TXN_BRANCH,ARCHIVE_DATE
MO,CONTRACT_REF_NO_,MAKER_ID_106,2026-11-29,CHECKER_ID_1,2026-11-29,487065,2026-11-29,EVEN,C,A,N,6027,2026-11-29,E,WO,RA,RELEASE_BY_1,2026-11-29,RATE_ASSIGNE,2026-11-29,RATE_ASSIGN_,2026-11-29,I,TRN_TYPE_1,C,4757,TXN0000000000001063,013,2026-11-29
MO,CONTRACT_REF_NO_,MAKER_ID_106,2026-11-30,CHECKER_ID_1,2026-11-30,376956,2026-11-30,EVEN,C,A,N,5785,2026-11-30,E,WO,RA,RELEASE_BY_1,2026-11-30,RATE_ASSIGNE,2026-11-30,RATE_ASSIGN_,2026-11-30,I,TRN_TYPE_1,C,2812,TXN0000000000001064,014,2026-11-30
MO,CONTRACT_REF_NO_,MAKER_ID_106,2026-12-01,CHECKER_ID_1,2026-12-01,818968,2026-12-01,EVEN,C,A,N,8755,2026-12-01,E,WO,RA,RELEASE_BY_1,2026-12-01,RATE_ASSIGNE,2026-12-01,RATE_ASSIGN_,2026-12-01,I,TRN_TYPE_1,C,1339,TXN0000000000001065,015,2026-12-01
MO,CONTRACT_REF_NO_,MAKER_ID_106,2026-12-02,CHECKER_ID_1,2026-12-02,23261,2026-12-02,EVEN,C,A,N,8,2026-12-02,E,WO,RA,RELEASE_BY_1,2026-12-02,RATE_ASSIGNE,2026-12-02,RATE_ASSIGN_,2026-12-02,I,TRN_TYPE_1,C,5597,TXN0000000000001066,016,2026-12-02
MO,CONTRACT_REF_NO_,MAKER_ID_106,2026-12-03,CHECKER_ID_1,2026-12-03,195162,2026-12-03,EVEN,C,A,N,5935,2026-12-03,E,WO,RA,RELEASE_BY_1,2026-12-03,RATE_ASSIGNE,2026-12-03,RATE_ASSIGN_,2026-12-03,I,TRN_TYPE_1,C,4339,TXN0000000000001067,017,2026-12-03
MO,CONTRACT_REF_NO_,MAKER_ID_106,2026-12-04,CHECKER_ID_1,2026-12-04,438200,2026-12-04,EVEN,C,A,N,800,2026-12-04,E,WO,RA,RELEASE_BY_1,2026-12-04,RATE_ASSIGNE,2026-12-04,RATE_ASSIGN_,2026-12-04,I,TRN_TYPE_1,C,3309,TXN0000000000001068,018,2026-12-04
MO,CONTRACT_REF_NO_,MAKER_ID_106,2026-12-05,CHECKER_ID_1,2026-12-05,254556,2026-12-05,EVEN,C,A,N,2328,2026-12-05,E,WO,RA,RELEASE_BY_1,2026-12-05,RATE_ASSIGNE,2026-12-05,RATE_ASSIGN_,2026-12-05,I,TRN_TYPE_1,C,8611,TXN0000000000001069,019,2026-12-05
MO,CONTRACT_REF_NO_,MAKER_ID_107,2026-12-06,CHECKER_ID_1,2026-12-06,705179,2026-12-06,EVEN,C,A,N,1819,2026-12-06,E,WO,RA,RELEASE_BY_1,2026-12-06,RATE_ASSIGNE,2026-12-06,RATE_ASSIGN_,2026-12-06,I,TRN_TYPE_1,C,6278,TXN0000000000001070,020,2026-12-06
MO,CONTRACT_REF_NO_,MAKER_ID_107,2026-12-07,CHECKER_ID_1,2026-12-07,190446,2026-12-07,EVEN,C,A,N,2670,2026-12-07,E,WO,RA,RELEASE_BY_1,2026-12-07,RATE_ASSIGNE,2026-12-07,RATE_ASSIGN_,2026-12-07,I,TRN_TYPE_1,C,909,TXN0000000000001071,021,2026-12-07
MO,CONTRACT_REF_NO_,MAKER_ID_107,2026-12-08,CHECKER_ID_1,2026-12-08,96406,2026-12-08,EVEN,C,A,N,922,2026-12-08,E,WO,RA,RELEASE_BY_1,2026-12-08,RATE_ASSIGNE,2026-12-08,RATE_ASSIGN_,2026-12-08,I,TRN_TYPE_1,C,4561,TXN0000000000001072,022,2026-12-08
MO,CONTRACT_REF_NO_,MAKER_ID_107,2026-12-09,CHECKER_ID_1,2026-12-09,962404,2026-12-09,EVEN,C,A,N,1752,2026-12-09,E,WO,RA,RELEASE_BY_1,2026-12-09,RATE_ASSIGNE,2026-12-09,RATE_ASSIGN_,2026-12-09,I,TRN_TYPE_1,C,2125,TXN0000000000001073,023,2026-12-09
MO,CONTRACT_REF_NO_,MAKER_ID_107,2026-12-10,CHECKER_ID_1,2026-12-10,629776,2026-12-10,EVEN,C,A,N,6867,2026-12-10,E,WO,RA,RELEASE_BY_1,2026-12-10,RATE_ASSIGNE,2026-12-10,RATE_ASSIGN_,2026-12-10,I,TRN_TYPE_1,C,9349,TXN0000000000001074,024,2026-12-10
MO,CONTRACT_REF_NO_,MAKER_ID_107,2026-12-11,CHECKER_ID_1,2026-12-11,857957,2026-12-11,EVEN,C,A,N,3415,2026-12-11,E,WO,RA,RELEASE_BY_1,2026-12-11,RATE_ASSIGNE,2026-12-11,RATE_ASSIGN_,2026-12-11,I,TRN_TYPE_1,C,8581,TXN0000000000001075,025,2026-12-11
MO,CONTRACT_REF_NO_,MAKER_ID_107,2026-12-12,CHECKER_ID_1,2026-12-12,894797,2026-12-12,EVEN,C,A,N,4593,2026-12-12,E,WO,RA,RELEASE_BY_1,2026-12-12,RATE_ASSIGNE,2026-12-12,RATE_ASSIGN_,2026-12-12,I,TRN_TYPE_1,C,9154,TXN0000000000001076,001,2026-12-12
MO,CONTRACT_REF_NO_,MAKER_ID_107,2026-12-13,CHECKER_ID_1,2026-12-13,512484,2026-12-13,EVEN,C,A,N,5093,2026-12-13,E,WO,RA,RELEASE_BY_1,2026-12-13,RATE_ASSIGNE,2026-12-13,RATE_ASSIGN_,2026-12-13,I,TRN_TYPE_1,C,1198,TXN0000000000001077,002,2026-12-13
MO,CONTRACT_REF_NO_,MAKER_ID_107,2026-12-14,CHECKER_ID_1,2026-12-14,334273,2026-12-14,EVEN,C,A,N,5027,2026-12-14,E,WO,RA,RELEASE_BY_1,2026-12-14,RATE_ASSIGNE,2026-12-14,RATE_ASSIGN_,2026-12-14,I,TRN_TYPE_1,C,3663,TXN0000000000001078,003,2026-12-14
MO,CONTRACT_REF_NO_,MAKER_ID_107,2026-12-15,CHECKER_ID_1,2026-12-15,425147,2026-12-15,EVEN,C,A,N,2835,2026-12-15,E,WO,RA,RELEASE_BY_1,2026-12-15,RATE_ASSIGNE,2026-12-15,RATE_ASSIGN_,2026-12-15,I,TRN_TYPE_1,C,7713,TXN0000000000001079,004,2026-12-15
MO,CONTRACT_REF_NO_,MAKER_ID_108,2026-12-16,CHECKER_ID_1,2026-12-16,595286,2026-12-16,EVEN,C,A,N,4685,2026-12-16,E,WO,RA,RELEASE_BY_1,2026-12-16,RATE_ASSIGNE,2026-12-16,RATE_ASSIGN_,2026-12-16,I,TRN_TYPE_1,C,10,TXN0000000000001080,005,2026-12-16
MO,CONTRACT_REF_NO_,MAKER_ID_108,2026-12-17,CHECKER_ID_1,2026-12-17,152868,2026-12-17,EVEN,C,A,N,4179,2026-12-17,E,WO,RA,RELEASE_BY_1,2026-12-17,RATE_ASSIGNE,2026-12-17,RATE_ASSIGN_,2026-12-17,I,TRN_TYPE_1,C,3160,TXN0000000000001081,006,2026-12-17
MO,CONTRACT_REF_NO_,MAKER_ID_108,2026-12-18,CHECKER_ID_1,2026-12-18,55953,2026-12-18,EVEN,C,U,N,2206,2026-12-18,E,WO,RA,RELEASE_BY_1,2026-12-18,RATE_ASSIGNE,2026-12-18,RATE_ASSIGN_,2026-12-18,I,TRN_TYPE_1,C,6453,TXN0000000000001082,007,2026-12-18
MO,CONTRACT_REF_NO_,MAKER_ID_108,2026-12-19,CHECKER_ID_1,2026-12-19,57250,2026-12-19,EVEN,C,A,N,9658,2026-12-19,E,WO,RA,RELEASE_BY_1,2026-12-19,RATE_ASSIGNE,2026-12-19,RATE_ASSIGN_,2026-12-19,I,TRN_TYPE_1,C,9394,TXN0000000000001083,008,2026-12-19
MO,CONTRACT_REF_NO_,MAKER_ID_108,2026-12-20,CHECKER_ID_1,2026-12-20,41998,2026-12-20,EVEN,C,A,N,5887,2026-12-20,E,WO,RA,RELEASE_BY_1,2026-12-20,RATE_ASSIGNE,2026-12-20,RATE_ASSIGN_,2026-12-20,I,TRN_TYPE_1,C,902,TXN0000000000001084,009,2026-12-20
MO,CONTRACT_REF_NO_,MAKER_ID_108,2026-12-21,CHECKER_ID_1,2026-12-21,410074,2026-12-21,EVEN,C,A,N,6845,2026-12-21,E,WO,RA,RELEASE_BY_1,2026-12-21,RATE_ASSIGNE,2026-12-21,RATE_ASSIGN_,2026-12-21,I,TRN_TYPE_1,C,5948,TXN0000000000001085,010,2026-12-21
MO,CONTRACT_REF_NO_,MAKER_ID_108,2026-12-22,CHECKER_ID_1,2026-12-22,197491,2026-12-22,EVEN,C,A,N,2631,2026-12-22,E,WO,RA,RELEASE_BY_1,2026-12-22,RATE_ASSIGNE,2026-12-22,RATE_ASSIGN_,2026-12-22,I,TRN_TYPE_1,C,8693,TXN0000000000001086,011,2026-12-22
MO,CONTRACT_REF_NO_,MAKER_ID_108,2026-12-23,CHECKER_ID_1,2026-12-23,354017,2026-12-23,EVEN,C,A,N,180,2026-12-23,E,WO,RA,RELEASE_BY_1,2026-12-23,RATE_ASSIGNE,2026-12-23,RATE_ASSIGN_,2026-12-23,I,TRN_TYPE_1,C,398,TXN0000000000001087,012,2026-12-23
MO,CONTRACT_REF_NO_,MAKER_ID_108,2026-12-24,CHECKER_ID_1,2026-12-24,692298,2026-12-24,EVEN,C,A,N,3134,2026-12-24,E,WO,RA,RELEASE_BY_1,2026-12-24,RATE_ASSIGNE,2026-12-24,RATE_ASSIGN_,2026-12-24,I,TRN_TYPE_1,C,5738,TXN0000000000001088,013,2026-12-24
MO,CONTRACT_REF_NO_,MAKER_ID_108,2026-12-25,CHECKER_ID_1,2026-12-25,631703,2026-12-25,EVEN,C,A,N,2409,2026-12-25,E,WO,RA,RELEASE_BY_1,2026-12-25,RATE_ASSIGNE,2026-12-25,RATE_ASSIGN_,2026-12-25,I,TRN_TYPE_1,C,9864,TXN0000000000001089,014,2026-12-25
MO,CONTRACT_REF_NO_,MAKER_ID_109,2026-12-26,CHECKER_ID_1,2026-12-26,356481,2026-12-26,EVEN,C,A,N,8516,2026-12-26,E,WO,RA,RELEASE_BY_1,2026-12-26,RATE_ASSIGNE,2026-12-26,RATE_ASSIGN_,2026-12-26,I,TRN_TYPE_1,C,1387,TXN0000000000001090,015,2026-12-26
MO,CONTRACT_REF_NO_,MAKER_ID_109,2026-12-27,CHECKER_ID_1,2026-12-27,337691,2026-12-27,EVEN,C,A,N,281,2026-12-27,E,WO,RA,RELEASE_BY_1,2026-12-27,RATE_ASSIGNE,2026-12-27,RATE_ASSIGN_,2026-12-27,I,TRN_TYPE_1,C,5413,TXN0000000000001091,016,2026-12-27
MO,CONTRACT_REF_NO_,MAKER_ID_109,2026-12-28,CHECKER_ID_1,2026-12-28,750956,2026-12-28,EVEN,C,A,N,9114,2026-12-28,E,WO,RA,RELEASE_BY_1,2026-12-28,RATE_ASSIGNE,2026-12-28,RATE_ASSIGN_,2026-12-28,I,TRN_TYPE_1,C,2433,TXN0000000000001092,017,2026-12-28
MO,CONTRACT_REF_NO_,MAKER_ID_109,2026-12-29,CHECKER_ID_1,2026-12-29,154039,2026-12-29,EVEN,C,A,N,8972,2026-12-29,E,WO,RA,RELEASE_BY_1,2026-12-29,RATE_ASSIGNE,2026-12-29,RATE_ASSIGN_,2026-12-29,I,TRN_TYPE_1,C,7656,TXN0000000000001093,018,2026-12-29
MO,CONTRACT_REF_NO_,MAKER_ID_109,2026-12-30,CHECKER_ID_1,2026-12-30,265474,2026-12-30,EVEN,C,A,N,6308,2026-12-30,E,WO,RA,RELEASE_BY_1,2026-12-30,RATE_ASSIGNE,2026-12-30,RATE_ASSIGN_,2026-12-30,I,TRN_TYPE_1,C,334,TXN0000000000001094,019,2026-12-30
MO,CONTRACT_REF_NO_,MAKER_ID_109,2026-12-31,CHECKER_ID_1,2026-12-31,850526,2026-12-31,EVEN,C,A,N,6409,2026-12-31,E,WO,RA,RELEASE_BY_1,2026-12-31,RATE_ASSIGNE,2026-12-31,RATE_ASSIGN_,2026-12-31,I,TRN_TYPE_1,C,2045,TXN0000000000001095,020,2026-12-31
MO,CONTRACT_REF_NO_,MAKER_ID_109,2026-01-01,CHECKER_ID_1,2026-01-01,850756,2026-01-01,EVEN,C,A,N,3828,2026-01-01,E,WO,RA,RELEASE_BY_1,2026-01-01,RATE_ASSIGNE,2026-01-01,RATE_ASSIGN_,2026-01-01,I,TRN_TYPE_1,C,6323,TXN0000000000001096,021,2026-01-01
MO,CONTRACT_REF_NO_,MAKER_ID_109,2026-01-02,CHECKER_ID_1,2026-01-02,482936,2026-01-02,EVEN,C,A,N,8941,2026-01-02,E,WO,RA,RELEASE_BY_1,2026-01-02,RATE_ASSIGNE,2026-01-02,RATE_ASSIGN_,2026-01-02,I,TRN_TYPE_1,C,6450,TXN0000000000001097,022,2026-01-02
MO,CONTRACT_REF_NO_,MAKER_ID_109,2026-01-03,CHECKER_ID_1,2026-01-03,761262,2026-01-03,EVEN,C,A,N,8404,2026-01-03,E,WO,RA,RELEASE_BY_1,2026-01-03,RATE_ASSIGNE,2026-01-03,RATE_ASSIGN_,2026-01-03,I,TRN_TYPE_1,C,9501,TXN0000000000001098,023,2026-01-03
MO,CONTRACT_REF_NO_,MAKER_ID_109,2026-01-04,CHECKER_ID_1,2026-01-04,956609,2026-01-04,EVEN,C,A,N,7551,2026-01-04,E,WO,RA,RELEASE_BY_1,2026-01-04,RATE_ASSIGNE,2026-01-04,RATE_ASSIGN_,2026-01-04,I,TRN_TYPE_1,C,4272,TXN0000000000001099,024,2026-01-04
MO,CONTRACT_REF_NO_,MAKER_ID_110,2026-01-05,CHECKER_ID_1,2026-01-05,678902,2026-01-05,EVEN,C,A,N,8355,2026-01-05,E,WO,RA,RELEASE_BY_1,2026-01-05,RATE_ASSIGNE,2026-01-05,RATE_ASSIGN_,2026-01-05,I,TRN_TYPE_1,C,3813,TXN0000000000001100,025,2026-01-05
MO,CONTRACT_REF_NO_,MAKER_ID_110,2026-01-06,CHECKER_ID_1,2026-01-06,594349,2026-01-06,EVEN,C,A,N,1572,2026-01-06,E,WO,RA,RELEASE_BY_1,2026-01-06,RATE_ASSIGNE,2026-01-06,RATE_ASSIGN_,2026-01-06,I,TRN_TYPE_1,C,9313,TXN0000000000001101,001,2026-01-06
MO,CONTRACT_REF_NO_,MAKER_ID_110,2026-01-07,CHECKER_ID_1,2026-01-07,781583,2026-01-07,EVEN,C,A,N,3045,2026-01-07,E,WO,RA,RELEASE_BY_1,2026-01-07,RATE_ASSIGNE,2026-01-07,RATE_ASSIGN_,2026-01-07,I,TRN_TYPE_1,C,3516,TXN0000000000001102,002,2026-01-07
MO,CONTRACT_REF_NO_,MAKER_ID_110,2026-01-08,CHECKER_ID_1,2026-01-08,928736,2026-01-08,EVEN,C,A,N,7610,2026-01-08,E,WO,RA,RELEASE_BY_1,2026-01-08,RATE_ASSIGNE,2026-01-08,RATE_ASSIGN_,2026-01-08,I,TRN_TYPE_1,C,9535,TXN0000000000001103,003,2026-01-08
MO,CONTRACT_REF_NO_,MAKER_ID_110,2026-01-09,CHECKER_ID_1,2026-01-09,27040,2026-01-09,EVEN,C,A,N,1673,2026-01-09,E,WO,RA,RELEASE_BY_1,2026-01-09,RATE_ASSIGNE,2026-01-09,RATE_ASSIGN_,2026-01-09,I,TRN_TYPE_1,C,1016,TXN0000000000001104,004,2026-01-09
MO,CONTRACT_REF_NO_,MAKER_ID_110,2026-01-10,CHECKER_ID_1,2026-01-10,502372,2026-01-10,EVEN,C,U,N,6934,2026-01-10,E,WO,RA,RELEASE_BY_1,2026-01-10,RATE_ASSIGNE,2026-01-10,RATE_ASSIGN_,2026-01-10,I,TRN_TYPE_1,C,8114,TXN0000000000001105,005,2026-01-10
MO,CONTRACT_REF_NO_,MAKER_ID_110,2026-01-11,CHECKER_ID_1,2026-01-11,864132,2026-01-11,EVEN,C,A,N,6364,2026-01-11,E,WO,RA,RELEASE_BY_1,2026-01-11,RATE_ASSIGNE,2026-01-11,RATE_ASSIGN_,2026-01-11,I,TRN_TYPE_1,C,5292,TXN0000000000001106,006,2026-01-11
MO,CONTRACT_REF_NO_,MAKER_ID_110,2026-01-12,CHECKER_ID_1,2026-01-12,298102,2026-01-12,EVEN,C,A,N,2479,2026-01-12,E,WO,RA,RELEASE_BY_1,2026-01-12,RATE_ASSIGNE,2026-01-12,RATE_ASSIGN_,2026-01-12,I,TRN_TYPE_1,C,1711,TXN0000000000001107,007,2026-01-12
MO,CONTRACT_REF_NO_,MAKER_ID_110,2026-01-13,CHECKER_ID_1,2026-01-13,576079,2026-01-13,EVEN,C,A,N,568,2026-01-13,E,WO,RA,RELEASE_BY_1,2026-01-13,RATE_ASSIGNE,2026-01-13,RATE_ASSIGN_,2026-01-13,I,TRN_TYPE_1,C,3910,TXN0000000000001108,008,2026-01-13
MO,CONTRACT_REF_NO_,MAKER_ID_110,2026-01-14,CHECKER_ID_1,2026-01-14,193160,2026-01-14,EVEN,C,A,N,1140,2026-01-14,E,WO,RA,RELEASE_BY_1,2026-01-14,RATE_ASSIGNE,2026-01-14,RATE_ASSIGN_,2026-01-14,I,TRN_TYPE_1,C,7763,TXN0000000000001109,009,2026-01-14
MO,CONTRACT_REF_NO_,MAKER_ID_111,2026-01-15,CHECKER_ID_1,2026-01-15,804763,2026-01-15,EVEN,C,A,N,4134,2026-01-15,E,WO,RA,RELEASE_BY_1,2026-01-15,RATE_ASSIGNE,2026-01-15,RATE_ASSIGN_,2026-01-15,I,TRN_TYPE_1,C,1572,TXN0000000000001110,010,2026-01-15
MO,CONTRACT_REF_NO_,MAKER_ID_111,2026-01-16,CHECKER_ID_1,2026-01-16,494151,2026-01-16,EVEN,C,A,N,641,2026-01-16,E,WO,RA,RELEASE_BY_1,2026-01-16,RATE_ASSIGNE,2026-01-16,RATE_ASSIGN_,2026-01-16,I,TRN_TYPE_1,C,5120,TXN0000000000001111,011,2026-01-16
MO,CONTRACT_REF_NO_,MAKER_ID_111,2026-01-17,CHECKER_ID_1,2026-01-17,354692,2026-01-17,EVEN,C,A,N,7431,2026-01-17,E,WO,RA,RELEASE_BY_1,2026-01-17,RATE_ASSIGNE,2026-01-17,RATE_ASSIGN_,2026-01-17,I,TRN_TYPE_1,C,6485,TXN0000000000001112,012,2026-01-17
MO,CONTRACT_REF_NO_,MAKER_ID_111,2026-01-18,CHECKER_ID_1,2026-01-18,958008,2026-01-18,EVEN,C,A,N,8687,2026-01-18,E,WO,RA,RELEASE_BY_1,2026-01-18,RATE_ASSIGNE,2026-01-18,RATE_ASSIGN_,2026-01-18,I,TRN_TYPE_1,C,7702,TXN0000000000001113,013,2026-01-18
MO,CONTRACT_REF_NO_,MAKER_ID_111,2026-01-19,CHECKER_ID_1,2026-01-19,721341,2026-01-19,EVEN,C,A,N,5183,2026-01-19,E,WO,RA,RELEASE_BY_1,2026-01-19,RATE_ASSIGNE,2026-01-19,RATE_ASSIGN_,2026-01-19,I,TRN_TYPE_1,C,6797,TXN0000000000001114,014,2026-01-19
MO,CONTRACT_REF_NO_,MAKER_ID_111,2026-01-20,CHECKER_ID_1,2026-01-20,417469,2026-01-20,EVEN,C,A,N,4354,2026-01-20,E,WO,RA,RELEASE_BY_1,2026-01-20,RATE_ASSIGNE,2026-01-20,RATE_ASSIGN_,2026-01-20,I,TRN_TYPE_1,C,3640,TXN0000000000001115,015,2026-01-20
MO,CONTRACT_REF_NO_,MAKER_ID_111,2026-01-21,CHECKER_ID_1,2026-01-21,607365,2026-01-21,EVEN,C,A,N,2817,2026-01-21,E,WO,RA,RELEASE_BY_1,2026-01-21,RATE_ASSIGNE,2026-01-21,RATE_ASSIGN_,2026-01-21,I,TRN_TYPE_1,C,818,TXN0000000000001116,016,2026-01-21
MO,CONTRACT_REF_NO_,MAKER_ID_111,2026-01-22,CHECKER_ID_1,2026-01-22,435569,2026-01-22,EVEN,C,A,N,5682,2026-01-22,E,WO,RA,RELEASE_BY_1,2026-01-22,RATE_ASSIGNE,2026-01-22,RATE_ASSIGN_,2026-01-22,I,TRN_TYPE_1,C,7702,TXN0000000000001117,017,2026-01-22
MO,CONTRACT_REF_NO_,MAKER_ID_111,2026-01-23,CHECKER_ID_1,2026-01-23,893091,2026-01-23,EVEN,C,A,N,1371,2026-01-23,E,WO,RA,RELEASE_BY_1,2026-01-23,RATE_ASSIGNE,2026-01-23,RATE_ASSIGN_,2026-01-23,I,TRN_TYPE_1,C,1803,TXN0000000000001118,018,2026-01-23
MO,CONTRACT_REF_NO_,MAKER_ID_111,2026-01-24,CHECKER_ID_1,2026-01-24,737421,2026-01-24,EVEN,C,A,N,802,2026-01-24,E,WO,RA,RELEASE_BY_1,2026-01-24,RATE_ASSIGNE,2026-01-24,RATE_ASSIGN_,2026-01-24,I,TRN_TYPE_1,C,6906,TXN0000000000001119,019,2026-01-24
MO,CONTRACT_REF_NO_,MAKER_ID_112,2026-01-25,CHECKER_ID_1,2026-01-25,715725,2026-01-25,EVEN,C,A,N,4163,2026-01-25,E,WO,RA,RELEASE_BY_1,2026-01-25,RATE_ASSIGNE,2026-01-25,RATE_ASSIGN_,2026-01-25,I,TRN_TYPE_1,C,8794,TXN0000000000001120,020,2026-01-25
MO,CONTRACT_REF_NO_,MAKER_ID_112,2026-01-26,CHECKER_ID_1,2026-01-26,156096,2026-01-26,EVEN,C,A,N,3053,2026-01-26,E,WO,RA,RELEASE_BY_1,2026-01-26,RATE_ASSIGNE,2026-01-26,RATE_ASSIGN_,2026-01-26,I,TRN_TYPE_1,C,5152,TXN0000000000001121,021,2026-01-26
MO,CONTRACT_REF_NO_,MAKER_ID_112,2026-01-27,CHECKER_ID_1,2026-01-27,211141,2026-01-27,EVEN,C,A,N,4289,2026-01-27,E,WO,RA,RELEASE_BY_1,2026-01-27,RATE_ASSIGNE,2026-01-27,RATE_ASSIGN_,2026-01-27,I,TRN_TYPE_1,C,4069,TXN0000000000001122,022,2026-01-27
MO,CONTRACT_REF_NO_,MAKER_ID_112,2026-01-28,CHECKER_ID_1,2026-01-28,481972,2026-01-28,EVEN,C,A,N,2635,2026-01-28,E,WO,RA,RELEASE_BY_1,2026-01-28,RATE_ASSIGNE,2026-01-28,RATE_ASSIGN_,2026-01-28,I,TRN_TYPE_1,C,115,TXN0000000000001123,023,2026-01-28
MO,CONTRACT_REF_NO_,MAKER_ID_112,2026-01-29,CHECKER_ID_1,2026-01-29,245044,2026-01-29,EVEN,C,A,N,9235,2026-01-29,E,WO,RA,RELEASE_BY_1,2026-01-29,RATE_ASSIGNE,2026-01-29,RATE_ASSIGN_,2026-01-29,I,TRN_TYPE_1,C,3042,TXN0000000000001124,024,2026-01-29
MO,CONTRACT_REF_NO_,MAKER_ID_112,2026-01-30,CHECKER_ID_1,2026-01-30,677509,2026-01-30,EVEN,C,A,N,9383,2026-01-30,E,WO,RA,RELEASE_BY_1,2026-01-30,RATE_ASSIGNE,2026-01-30,RATE_ASSIGN_,2026-01-30,I,TRN_TYPE_1,C,7930,TXN0000000000001125,025,2026-01-30
MO,CONTRACT_REF_NO_,MAKER_ID_112,2026-01-31,CHECKER_ID_1,2026-01-31,22359,2026-01-31,EVEN,C,A,N,5903,2026-01-31,E,WO,RA,RELEASE_BY_1,2026-01-31,RATE_ASSIGNE,2026-01-31,RATE_ASSIGN_,2026-01-31,I,TRN_TYPE_1,C,6228,TXN0000000000001126,001,2026-01-31
MO,CONTRACT_REF_NO_,MAKER_ID_112,2026-02-01,CHECKER_ID_1,2026-02-01,815762,2026-02-01,EVEN,C,A,N,2590,2026-02-01,E,WO,RA,RELEASE_BY_1,2026-02-01,RATE_ASSIGNE,2026-02-01,RATE_ASSIGN_,2026-02-01,I,TRN_TYPE_1,C,4423,TXN0000000000001127,002,2026-02-01
MO,CONTRACT_REF_NO_,MAKER_ID_112,2026-02-02,CHECKER_ID_1,2026-02-02,475003,2026-02-02,EVEN,C,U,N,736,2026-02-02,E,WO,RA,RELEASE_BY_1,2026-02-02,RATE_ASSIGNE,2026-02-02,RATE_ASSIGN_,2026-02-02,I,TRN_TYPE_1,C,3811,TXN0000000000001128,003,2026-02-02
MO,CONTRACT_REF_NO_,MAKER_ID_112,2026-02-03,CHECKER_ID_1,2026-02-03,272680,2026-02-03,EVEN,C,A,N,4944,2026-02-03,E,WO,RA,RELEASE_BY_1,2026-02-03,RATE_ASSIGNE,2026-02-03,RATE_ASSIGN_,2026-02-03,I,TRN_TYPE_1,C,1368,TXN0000000000001129,004,2026-02-03
MO,CONTRACT_REF_NO_,MAKER_ID_113,2026-02-04,CHECKER_ID_1,2026-02-04,246285,2026-02-04,EVEN,C,A,N,8084,2026-02-04,E,WO,RA,RELEASE_BY_1,2026-02-04,RATE_ASSIGNE,2026-02-04,RATE_ASSIGN_,2026-02-04,I,TRN_TYPE_1,C,2718,TXN0000000000001130,005,2026-02-04
MO,CONTRACT_REF_NO_,MAKER_ID_113,2026-02-05,CHECKER_ID_1,2026-02-05,829426,2026-02-05,EVEN,C,A,N,3733,2026-02-05,E,WO,RA,RELEASE_BY_1,2026-02-05,RATE_ASSIGNE,2026-02-05,RATE_ASSIGN_,2026-02-05,I,TRN_TYPE_1,C,9398,TXN0000000000001131,006,2026-02-05
MO,CONTRACT_REF_NO_,MAKER_ID_113,2026-02-06,CHECKER_ID_1,2026-02-06,873668,2026-02-06,EVEN,C,A,N,8879,2026-02-06,E,WO,RA,RELEASE_BY_1,2026-02-06,RATE_ASSIGNE,2026-02-06,RATE_ASSIGN_,2026-02-06,I,TRN_TYPE_1,C,9334,TXN0000000000001132,007,2026-02-06
MO,CONTRACT_REF_NO_,MAKER_ID_113,2026-02-07,CHECKER_ID_1,2026-02-07,147533,2026-02-07,EVEN,C,A,N,7537,2026-02-07,E,WO,RA,RELEASE_BY_1,2026-02-07,RATE_ASSIGNE,2026-02-07,RATE_ASSIGN_,2026-02-07,I,TRN_TYPE_1,C,8662,TXN0000000000001133,008,2026-02-07
MO,CONTRACT_REF_NO_,MAKER_ID_113,2026-02-08,CHECKER_ID_1,2026-02-08,72227,2026-02-08,EVEN,C,A,N,4490,2026-02-08,E,WO,RA,RELEASE_BY_1,2026-02-08,RATE_ASSIGNE,2026-02-08,RATE_ASSIGN_,2026-02-08,I,TRN_TYPE_1,C,4849,TXN0000000000001134,009,2026-02-08
MO,CONTRACT_REF_NO_,MAKER_ID_113,2026-02-09,CHECKER_ID_1,2026-02-09,505167,2026-02-09,EVEN,C,A,N,9732,2026-02-09,E,WO,RA,RELEASE_BY_1,2026-02-09,RATE_ASSIGNE,2026-02-09,RATE_ASSIGN_,2026-02-09,I,TRN_TYPE_1,C,8886,TXN0000000000001135,010,2026-02-09
MO,CONTRACT_REF_NO_,MAKER_ID_113,2026-02-10,CHECKER_ID_1,2026-02-10,884762,2026-02-10,EVEN,C,A,N,6289,2026-02-10,E,WO,RA,RELEASE_BY_1,2026-02-10,RATE_ASSIGNE,2026-02-10,RATE_ASSIGN_,2026-02-10,I,TRN_TYPE_1,C,874,TXN0000000000001136,011,2026-02-10
